Sarsa,QLearning,Sarsa Error Bar,QLearning Error Bar
3.5772,3.6573,0.0319802,0.0304071
3.60166,3.65115,0.0344903,0.0325368
3.56846,3.61483,0.0385785,0.0314289
3.57772,3.64332,0.0335637,0.0334512
3.645,3.64834,0.0310522,0.0319906
3.57588,3.64753,0.0327662,0.0304689
3.60566,3.69881,0.029916,0.032217
3.62547,3.65361,0.0312861,0.033103
3.62051,3.64739,0.0350627,0.0316026
3.56543,3.62069,0.0321721,0.0321855
3.65077,3.61283,0.0308913,0.0330075
3.57476,3.63132,0.0350567,0.0314387
3.64143,3.62176,0.0303971,0.0325372
